suburb,state,postcode,lat,lng,label
Sandon,NSW,2463,-29.42,153.19,"Sandon, NSW 2463"
Sandringham,NSW,2219,-33.99,151.15,"Sandringham, NSW 2219"
Sandy Beach,NSW,2456,-30.06,153.19,"Sandy Beach, NSW 2456"
Sandy Creek,NSW,2338,-31.73,150.79,"Sandy Creek, NSW 2338"
Sandy Creek,NSW,2835,-32.03,144.44,"Sandy Creek, NSW 2835"
Sandy Crossing,NSW,2460,-29.05,152.59,"Sandy Crossing, NSW 2460"
Sandy Flat,NSW,2372,-28.93,151.7,"Sandy Flat, NSW 2372"
Sandy Gully,NSW,2729,-35.31,148.06,"Sandy Gully, NSW 2729"
Sandy Hill,NSW,2372,-28.93,151.7,"Sandy Hill, NSW 2372"
Sandy Hollow,NSW,2333,-32.39,150.47,"Sandy Hollow, NSW 2333"
Sandy Point,NSW,2172,-33.97,150.99,"Sandy Point, NSW 2172"
Sanger,NSW,2646,-35.85,146.52,"Sanger, NSW 2646"
Sans Souci,NSW,2219,-33.99,151.15,"Sans Souci, NSW 2219"
Sapphire,NSW,2360,-29.84,151.04,"Sapphire, NSW 2360"
Sapphire Beach,NSW,2450,-30.34,153.07,"Sapphire Beach, NSW 2450"
Saratoga,NSW,2251,-33.46,151.43,"Saratoga, NSW 2251"
Sassafras,NSW,2622,-35.65,149.81,"Sassafras, NSW 2622"
Saumarez,NSW,2350,-30.24,152.01,"Saumarez, NSW 2350"
Saumarez Ponds,NSW,2350,-30.24,152.01,"Saumarez Ponds, NSW 2350"
Savernake,NSW,2646,-35.85,146.52,"Savernake, NSW 2646"
Sawpit Creek,NSW,2474,-28.59,152.83,"Sawpit Creek, NSW 2474"
Sawtell,NSW,2452,-30.34,153.08,"Sawtell, NSW 2452"
Sawyers Gully,NSW,2326,-32.81,151.43,"Sawyers Gully, NSW 2326"
Scarborough,NSW,2515,-34.31,150.93,"Scarborough, NSW 2515"
Scheyville,NSW,2756,-33.64,150.79,"Scheyville, NSW 2756"
Schofields,NSW,2762,-33.7,150.89,"Schofields, NSW 2762"
Scone,NSW,2337,-31.99,151.12,"Scone, NSW 2337"
Scotia,NSW,2648,-34.15,142.09,"Scotia, NSW 2648"
Scotland Island,NSW,2105,-33.64,151.28,"Scotland Island, NSW 2105"
Scotts Creek,NSW,2338,-31.73,150.79,"Scotts Creek, NSW 2338"
Scotts Flat,NSW,2330,-32.51,150.86,"Scotts Flat, NSW 2330"
Scotts Head,NSW,2447,-30.8,152.73,"Scotts Head, NSW 2447"
Seaforth,NSW,2092,-33.8,151.25,"Seaforth, NSW 2092"
Seaham,NSW,2324,-32.67,151.81,"Seaham, NSW 2324"
Seahampton,NSW,2286,-32.91,151.58,"Seahampton, NSW 2286"
Seal Rocks,NSW,2423,-32.49,152.28,"Seal Rocks, NSW 2423"
Sebastopol,NSW,2666,-34.46,147.68,"Sebastopol, NSW 2666"
Sedgefield,NSW,2330,-32.51,150.86,"Sedgefield, NSW 2330"
Seelands,NSW,2460,-29.05,152.59,"Seelands, NSW 2460"
Sefton,NSW,2162,-33.88,151.0,"Sefton, NSW 2162"
Segenhoe,NSW,2337,-31.99,151.12,"Segenhoe, NSW 2337"
Settlement City,NSW,2444,-31.4,152.85,"Settlement City, NSW 2444"
Seven Hills,NSW,2147,-33.74,150.92,"Seven Hills, NSW 2147"
Seven Hills West,NSW,2147,-33.74,150.92,"Seven Hills West, NSW 2147"
Seven Oaks,NSW,2440,-31.06,152.77,"Seven Oaks, NSW 2440"
Sextonville,NSW,2470,-28.73,152.8,"Sextonville, NSW 2470"
Shadforth,NSW,2800,-33.12,149.03,"Shadforth, NSW 2800"
Shallow Bay,NSW,2428,-32.35,152.54,"Shallow Bay, NSW 2428"
Shalvey,NSW,2770,-33.73,150.82,"Shalvey, NSW 2770"
Shanes Park,NSW,2747,-33.74,150.72,"Shanes Park, NSW 2747"
Shannon Brook,NSW,2470,-28.73,152.8,"Shannon Brook, NSW 2470"
Shannon Vale,NSW,2370,-29.64,151.96,"Shannon Vale, NSW 2370"
Shannondale,NSW,2460,-29.05,152.59,"Shannondale, NSW 2460"
Shannons Flat,NSW,2630,-36.37,148.95,"Shannons Flat, NSW 2630"
Shark Creek,NSW,2463,-29.42,153.19,"Shark Creek, NSW 2463"
Sharps Creek,NSW,2729,-35.31,148.06,"Sharps Creek, NSW 2729"
Sheedys Gully,NSW,2790,-33.22,150.02,"Sheedys Gully, NSW 2790"
Shell Cove,NSW,2529,-34.57,150.83,"Shell Cove, NSW 2529"
Shellharbour,NSW,2529,-34.57,150.83,"Shellharbour, NSW 2529"
Shellharbour City Centre,NSW,2529,-34.57,150.83,"Shellharbour City Centre, NSW 2529"
Shelly Beach,NSW,2261,-33.38,151.48,"Shelly Beach, NSW 2261"
Sherwood,NSW,2440,-31.06,152.77,"Sherwood, NSW 2440"
Sherwood,NSW,2450,-30.34,153.07,"Sherwood, NSW 2450"
Sherwood,NSW,2474,-28.59,152.83,"Sherwood, NSW 2474"
Shoal Bay,NSW,2315,-32.72,152.11,"Shoal Bay, NSW 2315"
Shoalhaven Heads,NSW,2535,-34.85,150.68,"Shoalhaven Heads, NSW 2535"
Shooters Hill,NSW,2787,-33.84,149.71,"Shooters Hill, NSW 2787"
Shortland,NSW,2307,-32.88,151.69,"Shortland, NSW 2307"
Silent Grove,NSW,2372,-28.93,151.7,"Silent Grove, NSW 2372"
Silverdale,NSW,2752,-33.94,150.58,"Silverdale, NSW 2752"
Silverton,NSW,2880,-31.96,141.47,"Silverton, NSW 2880"
Silverwater,NSW,2128,-33.84,151.05,"Silverwater, NSW 2128"
Silverwater,NSW,2264,-33.1,151.55,"Silverwater, NSW 2264"
Simpkins Creek,NSW,2469,-29.34,153.0,"Simpkins Creek, NSW 2469"
Singleton,NSW,2330,-32.51,150.86,"Singleton, NSW 2330"
Singleton Heights,NSW,2330,-32.51,150.86,"Singleton Heights, NSW 2330"
Singletons Mill,NSW,2775,-33.33,150.98,"Singletons Mill, NSW 2775"
Six Mile Swamp,NSW,2469,-29.34,153.0,"Six Mile Swamp, NSW 2469"
Skennars Head,NSW,2478,-28.87,153.56,"Skennars Head, NSW 2478"
Skillion Flat,NSW,2440,-31.06,152.77,"Skillion Flat, NSW 2440"
Skinners Shoot,NSW,2481,-28.72,153.59,"Skinners Shoot, NSW 2481"
Sleepy Hollow,NSW,2483,-28.5,153.53,"Sleepy Hollow, NSW 2483"
Smeaton Grange,NSW,2567,-34.05,150.76,"Smeaton Grange, NSW 2567"
Smithfield,NSW,2164,-33.85,150.94,"Smithfield, NSW 2164"
Smithfield West,NSW,2164,-33.85,150.94,"Smithfield West, NSW 2164"
Smiths Creek,NSW,2460,-29.05,152.59,"Smiths Creek, NSW 2460"
Smiths Creek,NSW,2474,-28.59,152.83,"Smiths Creek, NSW 2474"
Smiths Creek,NSW,2484,-28.4,153.17,"Smiths Creek, NSW 2484"
Smiths Lake,NSW,2428,-32.35,152.54,"Smiths Lake, NSW 2428"
Smithtown,NSW,2440,-31.06,152.77,"Smithtown, NSW 2440"
Snakes Plain,NSW,2824,-31.67,147.86,"Snakes Plain, NSW 2824"
Snowball,NSW,2622,-35.65,149.81,"Snowball, NSW 2622"
Snowy Plain,NSW,2628,-36.44,148.7,"Snowy Plain, NSW 2628"
Sodwalls,NSW,2790,-33.22,150.02,"Sodwalls, NSW 2790"
Sofala,NSW,2795,-33.91,149.33,"Sofala, NSW 2795"
Soldiers Point,NSW,2317,-32.72,152.08,"Soldiers Point, NSW 2317"
Somersby,NSW,2250,-33.11,151.14,"Somersby, NSW 2250"
Somerton,NSW,2340,-30.96,150.83,"Somerton, NSW 2340"
South Albury,NSW,2640,-36.08,146.91,"South Albury, NSW 2640"
South Arm,NSW,2449,-30.62,152.75,"South Arm, NSW 2449"
South Arm,NSW,2460,-29.05,152.59,"South Arm, NSW 2460"
South Ballina,NSW,2478,-28.87,153.56,"South Ballina, NSW 2478"
South Bathurst,NSW,2795,-33.91,149.33,"South Bathurst, NSW 2795"
South Bowenfels,NSW,2790,-33.22,150.02,"South Bowenfels, NSW 2790"
South Broken Hill,NSW,2880,-31.96,141.47,"South Broken Hill, NSW 2880"
South Coogee,NSW,2034,-33.92,151.25,"South Coogee, NSW 2034"
South Durras,NSW,2536,-35.73,150.2,"South Durras, NSW 2536"
South Evans Head,NSW,2473,-29.09,153.38,"South Evans Head, NSW 2473"
South Golden Beach,NSW,2483,-28.5,153.53,"South Golden Beach, NSW 2483"
South Grafton,NSW,2460,-29.05,152.59,"South Grafton, NSW 2460"
South Granville,NSW,2142,-33.85,151.01,"South Granville, NSW 2142"
South Gundagai,NSW,2722,-34.82,148.08,"South Gundagai, NSW 2722"
South Gundurimba,NSW,2480,-28.61,153.04,"South Gundurimba, NSW 2480"
South Guyra,NSW,2365,-30.08,151.88,"South Guyra, NSW 2365"
South Hurstville,NSW,2221,-33.99,151.11,"South Hurstville, NSW 2221"
South Kempsey,NSW,2440,-31.06,152.77,"South Kempsey, NSW 2440"
South Lismore,NSW,2480,-28.61,153.04,"South Lismore, NSW 2480"
South Littleton,NSW,2790,-33.22,150.02,"South Littleton, NSW 2790"
South Maitland,NSW,2320,-32.69,151.53,"South Maitland, NSW 2320"
South Maroota,NSW,2756,-33.64,150.79,"South Maroota, NSW 2756"
South Murwillumbah,NSW,2484,-28.4,153.17,"South Murwillumbah, NSW 2484"
South Nowra,NSW,2541,-34.84,150.57,"South Nowra, NSW 2541"
South Pambula,NSW,2549,-36.91,149.85,"South Pambula, NSW 2549"
South Penrith,NSW,2750,-33.74,150.65,"South Penrith, NSW 2750"
South Tamworth,NSW,2340,-30.96,150.83,"South Tamworth, NSW 2340"
South Turramurra,NSW,2074,-33.71,151.15,"South Turramurra, NSW 2074"
South Wentworthville,NSW,2145,-33.8,150.95,"South Wentworthville, NSW 2145"
South West Rocks,NSW,2431,-30.89,153.07,"South West Rocks, NSW 2431"
South Windsor,NSW,2756,-33.64,150.79,"South Windsor, NSW 2756"
South Wolumla,NSW,2550,-36.64,149.86,"South Wolumla, NSW 2550"
Southampton,NSW,2460,-29.05,152.59,"Southampton, NSW 2460"
Southgate,NSW,2460,-29.05,152.59,"Southgate, NSW 2460"
Speers Point,NSW,2284,-32.93,151.63,"Speers Point, NSW 2284"
Speewa,NSW,2735,-35.66,144.14,"Speewa, NSW 2735"
Spencer,NSW,2775,-33.33,150.98,"Spencer, NSW 2775"
Spicers Creek,NSW,2820,-32.6,148.96,"Spicers Creek, NSW 2820"
Spicketts Creek,NSW,2454,-30.45,152.9,"Spicketts Creek, NSW 2454"
Spit Junction,NSW,2088,-33.83,151.24,"Spit Junction, NSW 2088"
Splitters Creek,NSW,2640,-36.08,146.91,"Splitters Creek, NSW 2640"
Spring Creek,NSW,2800,-33.12,149.03,"Spring Creek, NSW 2800"
Spring Farm,NSW,2570,-34.08,150.54,"Spring Farm, NSW 2570"
Spring Flat,NSW,2850,-32.86,149.8,"Spring Flat, NSW 2850"
Spring Grove,NSW,2470,-28.73,152.8,"Spring Grove, NSW 2470"
Spring Hill,NSW,2500,-34.44,150.89,"Spring Hill, NSW 2500"
Spring Hill,NSW,2800,-33.12,149.03,"Spring Hill, NSW 2800"
Spring Plains,NSW,2388,-30.09,149.44,"Spring Plains, NSW 2388"
Spring Ridge,NSW,2343,-31.66,150.3,"Spring Ridge, NSW 2343"
Spring Terrace,NSW,2798,-33.34,149.25,"Spring Terrace, NSW 2798"
Springdale,NSW,2666,-34.46,147.68,"Springdale, NSW 2666"
Springdale Heights,NSW,2641,-36.04,146.92,"Springdale Heights, NSW 2641"
Springfield,NSW,2250,-33.11,151.14,"Springfield, NSW 2250"
Springfield,NSW,2630,-36.37,148.95,"Springfield, NSW 2630"
Springrange,NSW,2618,-35.52,149.08,"Springrange, NSW 2618"
Springside,NSW,2800,-33.12,149.03,"Springside, NSW 2800"
Springvale,NSW,2650,-35.16,147.51,"Springvale, NSW 2650"
Springwood,NSW,2777,-33.67,150.65,"Springwood, NSW 2777"
St Albans,NSW,2775,-33.33,150.98,"St Albans, NSW 2775"
St Andrews,NSW,2566,-34.02,150.84,"St Andrews, NSW 2566"
St Clair,NSW,2330,-32.51,150.86,"St Clair, NSW 2330"
St Clair,NSW,2759,-33.81,150.79,"St Clair, NSW 2759"
St Fillans,NSW,2850,-32.86,149.8,"St Fillans, NSW 2850"
St George,NSW,2622,-35.65,149.81,"St George, NSW 2622"
St Georges Basin,NSW,2540,-34.89,150.53,"St Georges Basin, NSW 2540"
St Helens Park,NSW,2560,-34.08,150.83,"St Helens Park, NSW 2560"
St Huberts Island,NSW,2257,-33.51,151.34,"St Huberts Island, NSW 2257"
St Ives,NSW,2075,-33.73,151.16,"St Ives, NSW 2075"
St Ives Chase,NSW,2075,-33.73,151.16,"St Ives Chase, NSW 2075"
St Johns Park,NSW,2176,-33.88,150.87,"St Johns Park, NSW 2176"
St Leonards,NSW,2065,-33.83,151.2,"St Leonards, NSW 2065"
St Marys,NSW,2760,-33.78,150.79,"St Marys, NSW 2760"
St Marys East,NSW,2760,-33.78,150.79,"St Marys East, NSW 2760"
St Marys South,NSW,2760,-33.78,150.79,"St Marys South, NSW 2760"
St Pauls,NSW,2031,-33.91,151.26,"St Pauls, NSW 2031"
St Peters,NSW,2044,-33.91,151.18,"St Peters, NSW 2044"
Stanborough,NSW,2360,-29.84,151.04,"Stanborough, NSW 2360"
Stanbridge,NSW,2705,-34.49,146.43,"Stanbridge, NSW 2705"
Stanford Merthyr,NSW,2327,-32.82,151.48,"Stanford Merthyr, NSW 2327"
Stanhope,NSW,2335,-32.65,151.28,"Stanhope, NSW 2335"
Stanhope Gardens,NSW,2768,-33.74,150.92,"Stanhope Gardens, NSW 2768"
Stanmore,NSW,2048,-33.9,151.17,"Stanmore, NSW 2048"
Stannifer,NSW,2369,-29.91,151.21,"Stannifer, NSW 2369"
Stannum,NSW,2371,-29.39,152.04,"Stannum, NSW 2371"
Stanwell Park,NSW,2508,-34.24,150.98,"Stanwell Park, NSW 2508"
Stanwell Tops,NSW,2508,-34.24,150.98,"Stanwell Tops, NSW 2508"
State Mine Gully,NSW,2790,-33.22,150.02,"State Mine Gully, NSW 2790"
Steam Plains,NSW,2710,-35.23,144.49,"Steam Plains, NSW 2710"
Steeple Flat,NSW,2631,-36.74,149.26,"Steeple Flat, NSW 2631"
Stewarts Brook,NSW,2337,-31.99,151.12,"Stewarts Brook, NSW 2337"
Stewarts Mount,NSW,2795,-33.91,149.33,"Stewarts Mount, NSW 2795"
Stewarts River,NSW,2443,-31.58,152.74,"Stewarts River, NSW 2443"
Stockinbingal,NSW,2725,-34.51,147.88,"Stockinbingal, NSW 2725"
Stockrington,NSW,2322,-32.8,151.66,"Stockrington, NSW 2322"
Stockton,NSW,2295,-32.85,151.81,"Stockton, NSW 2295"
Stockyard Creek,NSW,2460,-29.05,152.59,"Stockyard Creek, NSW 2460"
Stokers Siding,NSW,2484,-28.4,153.17,"Stokers Siding, NSW 2484"
Stonehenge,NSW,2370,-29.64,151.96,"Stonehenge, NSW 2370"
Stonequarry,NSW,2580,-34.44,149.96,"Stonequarry, NSW 2580"
Stony Chute,NSW,2480,-28.61,153.04,"Stony Chute, NSW 2480"
Stony Creek,NSW,2550,-36.64,149.86,"Stony Creek, NSW 2550"
Stony Creek,NSW,2850,-32.86,149.8,"Stony Creek, NSW 2850"
Stony Crossing,NSW,2734,-35.25,143.9,"Stony Crossing, NSW 2734"
Stotts Creek,NSW,2487,-28.3,153.57,"Stotts Creek, NSW 2487"
Stratford,NSW,2422,-31.97,152.07,"Stratford, NSW 2422"
Strathcedar,NSW,2429,-31.73,152.28,"Strathcedar, NSW 2429"
Stratheden,NSW,2470,-28.73,152.8,"Stratheden, NSW 2470"
Strathfield,NSW,2135,-33.87,151.09,"Strathfield, NSW 2135"
Strathfield South,NSW,2136,-33.89,151.1,"Strathfield South, NSW 2136"
Stroud,NSW,2425,-32.54,151.96,"Stroud, NSW 2425"
Stroud Hill,NSW,2420,-32.43,151.77,"Stroud Hill, NSW 2420"
Stroud Road,NSW,2415,-32.29,151.86,"Stroud Road, NSW 2415"
Stuart Town,NSW,2820,-32.6,148.96,"Stuart Town, NSW 2820"
Stuarts Point,NSW,2441,-30.82,152.83,"Stuarts Point, NSW 2441"
Stubbo,NSW,2852,-32.19,149.53,"Stubbo, NSW 2852"
Stud Park,NSW,2710,-35.23,144.49,"Stud Park, NSW 2710"
Suffolk Park,NSW,2481,-28.72,153.59,"Suffolk Park, NSW 2481"
Sugarloaf,NSW,2420,-32.43,151.77,"Sugarloaf, NSW 2420"
Summer Hill,NSW,2130,-33.89,151.14,"Summer Hill, NSW 2130"
Summer Hill,NSW,2421,-32.51,151.53,"Summer Hill, NSW 2421"
Summer Hill Creek,NSW,2800,-33.12,149.03,"Summer Hill Creek, NSW 2800"
Summer Island,NSW,2440,-31.06,152.77,"Summer Island, NSW 2440"
Summerland Point,NSW,2259,-33.27,151.4,"Summerland Point, NSW 2259"
Sun Valley,NSW,2777,-33.67,150.65,"Sun Valley, NSW 2777"
Sunny Corner,NSW,2795,-33.91,149.33,"Sunny Corner, NSW 2795"
Sunset Strip,NSW,2879,-32.26,142.41,"Sunset Strip, NSW 2879"
Sunshine,NSW,2264,-33.1,151.55,"Sunshine, NSW 2264"
Sunshine Bay,NSW,2536,-35.73,150.2,"Sunshine Bay, NSW 2536"
Suntop,NSW,2820,-32.6,148.96,"Suntop, NSW 2820"
Surf Beach,NSW,2536,-35.73,150.2,"Surf Beach, NSW 2536"
Surfside,NSW,2536,-35.73,150.2,"Surfside, NSW 2536"
Surry Hills,NSW,2010,-33.88,151.22,"Surry Hills, NSW 2010"
Sussex Inlet,NSW,2540,-34.89,150.53,"Sussex Inlet, NSW 2540"
Sutherland,NSW,2232,-34.08,151.06,"Sutherland, NSW 2232"
Sutton,NSW,2620,-35.58,149.23,"Sutton, NSW 2620"
Sutton Forest,NSW,2577,-34.61,150.48,"Sutton Forest, NSW 2577"
Swan Bay,NSW,2324,-32.67,151.81,"Swan Bay, NSW 2324"
Swan Bay,NSW,2471,-29.05,153.23,"Swan Bay, NSW 2471"
Swan Creek,NSW,2462,-29.62,153.07,"Swan Creek, NSW 2462"
Swan Vale,NSW,2370,-29.64,151.96,"Swan Vale, NSW 2370"
Swanbrook,NSW,2360,-29.84,151.04,"Swanbrook, NSW 2360"
Swanhaven,NSW,2540,-34.89,150.53,"Swanhaven, NSW 2540"
Swans Crossing,NSW,2439,-31.66,152.68,"Swans Crossing, NSW 2439"
Swansea,NSW,2281,-33.08,151.65,"Swansea, NSW 2281"
Swansea Heads,NSW,2281,-33.08,151.65,"Swansea Heads, NSW 2281"
Sweetmans Creek,NSW,2325,-32.84,151.38,"Sweetmans Creek, NSW 2325"
Sydenham,NSW,2044,-33.91,151.18,"Sydenham, NSW 2044"
Sydney,NSW,2000,-33.86,151.21,"Sydney, NSW 2000"
Sydney Domestic Airport,NSW,2020,-33.93,151.19,"Sydney Domestic Airport, NSW 2020"
Sydney International Airport,NSW,2020,-33.93,151.19,"Sydney International Airport, NSW 2020"
Sydney Olympic Park,NSW,2127,-33.85,151.08,"Sydney Olympic Park, NSW 2127"
Sydney South,NSW,2000,-33.86,151.21,"Sydney South, NSW 2000"
Sylvania,NSW,2224,-34.0,151.1,"Sylvania, NSW 2224"
Sylvania Southgate,NSW,2224,-34.0,151.1,"Sylvania Southgate, NSW 2224"
Sylvania Waters,NSW,2224,-34.0,151.1,"Sylvania Waters, NSW 2224"
Tabbil Creek,NSW,2420,-32.43,151.77,"Tabbil Creek, NSW 2420"
Tabbimoble,NSW,2472,-29.01,153.44,"Tabbimoble, NSW 2472"
Tabbita,NSW,2652,-34.04,146.03,"Tabbita, NSW 2652"
Table Top,NSW,2640,-36.08,146.91,"Table Top, NSW 2640"
Tabulam,NSW,2469,-29.34,153.0,"Tabulam, NSW 2469"
Tacoma,NSW,2259,-33.27,151.4,"Tacoma, NSW 2259"
Tacoma South,NSW,2259,-33.27,151.4,"Tacoma South, NSW 2259"
Tahlee,NSW,2324,-32.67,151.81,"Tahlee, NSW 2324"
Tahmoor,NSW,2573,-34.22,150.59,"Tahmoor, NSW 2573"
Talarm,NSW,2447,-30.8,152.73,"Talarm, NSW 2447"
Talawanta,NSW,2839,-30.2,146.54,"Talawanta, NSW 2839"
Talbingo,NSW,2720,-35.32,148.45,"Talbingo, NSW 2720"
Tallawang,NSW,2852,-32.19,149.53,"Tallawang, NSW 2852"
Tallimba,NSW,2669,-33.5,146.8,"Tallimba, NSW 2669"
Tallong,NSW,2579,-34.56,149.99,"Tallong, NSW 2579"
Tallowal,NSW,2540,-34.89,150.53,"Tallowal, NSW 2540"
Tallowwood Ridge,NSW,2453,-30.14,152.6,"Tallowwood Ridge, NSW 2453"
Tallwood,NSW,2798,-33.34,149.25,"Tallwood, NSW 2798"
Tallwoods Village,NSW,2430,-32.07,152.54,"Tallwoods Village, NSW 2430"
Talmalmo,NSW,2640,-36.08,146.91,"Talmalmo, NSW 2640"
Talofa,NSW,2481,-28.72,153.59,"Talofa, NSW 2481"
Taloumbi,NSW,2463,-29.42,153.19,"Taloumbi, NSW 2463"
Tamarama,NSW,2026,-33.89,151.26,"Tamarama, NSW 2026"
Tamban,NSW,2441,-30.82,152.83,"Tamban, NSW 2441"
Tambar Springs,NSW,2381,-31.24,150.46,"Tambar Springs, NSW 2381"
Tambaroora,NSW,2850,-32.86,149.8,"Tambaroora, NSW 2850"
Taminda,NSW,2340,-30.96,150.83,"Taminda, NSW 2340"
Tamworth,NSW,2340,-30.96,150.83,"Tamworth, NSW 2340"
Tanglewood,NSW,2488,-28.33,153.54,"Tanglewood, NSW 2488"
Tanilba Bay,NSW,2319,-32.73,152.04,"Tanilba Bay, NSW 2319"
Tanja,NSW,2550,-36.64,149.86,"Tanja, NSW 2550"
Tannas Mount,NSW,2795,-33.91,149.33,"Tannas Mount, NSW 2795"
Tantangara,NSW,2629,-36.0,148.77,"Tantangara, NSW 2629"
Tantawangalo,NSW,2550,-36.64,149.86,"Tantawangalo, NSW 2550"
Tantonan,NSW,2731,-35.79,144.63,"Tantonan, NSW 2731"
Tapitallee,NSW,2540,-34.89,150.53,"Tapitallee, NSW 2540"
Tara,NSW,2665,-34.36,146.9,"Tara, NSW 2665"
Taradale,NSW,2653,-35.83,148.07,"Taradale, NSW 2653"
Tarago,NSW,2580,-34.44,149.96,"Tarago, NSW 2580"
Taralga,NSW,2580,-34.44,149.96,"Taralga, NSW 2580"
Tarana,NSW,2787,-33.84,149.71,"Tarana, NSW 2787"
Tarban,NSW,2372,-28.93,151.7,"Tarban, NSW 2372"
Tarbuck Bay,NSW,2428,-32.35,152.54,"Tarbuck Bay, NSW 2428"
Tarcutta,NSW,2652,-34.04,146.03,"Tarcutta, NSW 2652"
Taree,NSW,2430,-32.07,152.54,"Taree, NSW 2430"
Taree South,NSW,2430,-32.07,152.54,"Taree South, NSW 2430"
Taren Point,NSW,2229,-34.04,151.12,"Taren Point, NSW 2229"
Tarlo,NSW,2580,-34.44,149.96,"Tarlo, NSW 2580"
Tarraganda,NSW,2550,-36.64,149.86,"Tarraganda, NSW 2550"
Tarrawanna,NSW,2518,-34.37,150.91,"Tarrawanna, NSW 2518"
Tarriaro,NSW,2390,-30.6,149.97,"Tarriaro, NSW 2390"
Tarro,NSW,2322,-32.8,151.66,"Tarro, NSW 2322"
Tascott,NSW,2250,-33.11,151.14,"Tascott, NSW 2250"
Tatham,NSW,2471,-29.05,153.23,"Tatham, NSW 2471"
Tathra,NSW,2550,-36.64,149.86,"Tathra, NSW 2550"
Tatton,NSW,2650,-35.16,147.51,"Tatton, NSW 2650"
Taylors Arm,NSW,2447,-30.8,152.73,"Taylors Arm, NSW 2447"
Taylors Beach,NSW,2316,-32.78,152.08,"Taylors Beach, NSW 2316"
Taylors Flat,NSW,2586,-34.44,148.72,"Taylors Flat, NSW 2586"
Tea Gardens,NSW,2324,-32.67,151.81,"Tea Gardens, NSW 2324"
Telarah,NSW,2320,-32.69,151.53,"Telarah, NSW 2320"
Telegraph Point,NSW,2441,-30.82,152.83,"Telegraph Point, NSW 2441"
Telopea,NSW,2117,-33.8,151.04,"Telopea, NSW 2117"
Temagog,NSW,2440,-31.06,152.77,"Temagog, NSW 2440"
Temora,NSW,2666,-34.46,147.68,"Temora, NSW 2666"
Tempe,NSW,2044,-33.91,151.18,"Tempe, NSW 2044"
Ten Mile Hollow,NSW,2250,-33.11,151.14,"Ten Mile Hollow, NSW 2250"
Tenambit,NSW,2323,-32.77,151.6,"Tenambit, NSW 2323"
Tenandra,NSW,2824,-31.67,147.86,"Tenandra, NSW 2824"
Tennyson,NSW,2754,-33.58,150.72,"Tennyson, NSW 2754"
Tennyson Point,NSW,2111,-33.82,151.14,"Tennyson Point, NSW 2111"
Tenterden,NSW,2365,-30.08,151.88,"Tenterden, NSW 2365"
Tenterfield,NSW,2372,-28.93,151.7,"Tenterfield, NSW 2372"
Teralba,NSW,2284,-32.93,151.63,"Teralba, NSW 2284"
Terania Creek,NSW,2480,-28.61,153.04,"Terania Creek, NSW 2480"
Terara,NSW,2540,-34.89,150.53,"Terara, NSW 2540"
Teridgerie,NSW,2829,-31.12,148.37,"Teridgerie, NSW 2829"
Termeil,NSW,2539,-35.52,150.39,"Termeil, NSW 2539"
Terrace Creek,NSW,2474,-28.59,152.83,"Terrace Creek, NSW 2474"
Terragon,NSW,2484,-28.4,153.17,"Terragon, NSW 2484"
Terramungamine,NSW,2830,-32.2,148.9,"Terramungamine, NSW 2830"
Terranora,NSW,2486,-28.21,153.54,"Terranora, NSW 2486"
Terreel,NSW,2422,-31.97,152.07,"Terreel, NSW 2422"
Terrey Hills,NSW,2084,-33.62,151.2,"Terrey Hills, NSW 2084"
Terrigal,NSW,2260,-33.43,151.41,"Terrigal, NSW 2260"
Terry Hie Hie,NSW,2400,-29.32,149.81,"Terry Hie Hie, NSW 2400"
Teven,NSW,2478,-28.87,153.56,"Teven, NSW 2478"
Tewinga,NSW,2449,-30.62,152.75,"Tewinga, NSW 2449"
Texas,NSW,4385,-28.72,150.97,"Texas, NSW 4385"
Thalgarrah,NSW,2350,-30.24,152.01,"Thalgarrah, NSW 2350"
Tharbogang,NSW,2680,-34.26,146.1,"Tharbogang, NSW 2680"
The Angle,NSW,2620,-35.58,149.23,"The Angle, NSW 2620"
The Basin,NSW,2365,-30.08,151.88,"The Basin, NSW 2365"
The Bight,NSW,2429,-31.73,152.28,"The Bight, NSW 2429"
The Branch,NSW,2425,-32.54,151.96,"The Branch, NSW 2425"
The Brothers,NSW,2630,-36.37,148.95,"The Brothers, NSW 2630"
The Channon,NSW,2480,-28.61,153.04,"The Channon, NSW 2480"
The Devils Wilderness,NSW,2758,-33.54,150.44,"The Devils Wilderness, NSW 2758"
The Entrance,NSW,2261,-33.38,151.48,"The Entrance, NSW 2261"
The Entrance North,NSW,2261,-33.38,151.48,"The Entrance North, NSW 2261"
The Freshwater,NSW,2466,-29.41,153.35,"The Freshwater, NSW 2466"
The Gap,NSW,2472,-29.01,153.44,"The Gap, NSW 2472"
The Gap,NSW,2650,-35.16,147.51,"The Gap, NSW 2650"
The Glen,NSW,2476,-28.37,152.32,"The Glen, NSW 2476"
The Gulf,NSW,2365,-30.08,151.88,"The Gulf, NSW 2365"
The Hatch,NSW,2444,-31.4,152.85,"The Hatch, NSW 2444"
The Hill,NSW,2300,-32.94,151.77,"The Hill, NSW 2300"
The Junction,NSW,2291,-32.94,151.75,"The Junction, NSW 2291"
The Lagoon,NSW,2795,-33.91,149.33,"The Lagoon, NSW 2795"
The Marra,NSW,2831,-31.45,148.41,"The Marra, NSW 2831"
