suburb,state,postcode,lat,lng,label
Croydon,VIC,3136,-37.8,145.28,"Croydon, VIC 3136"
Croydon Hills,VIC,3136,-37.8,145.28,"Croydon Hills, VIC 3136"
Croydon North,VIC,3136,-37.8,145.28,"Croydon North, VIC 3136"
Croydon South,VIC,3136,-37.8,145.28,"Croydon South, VIC 3136"
Crymelon,VIC,3393,-36.33,142.36,"Crymelon, VIC 3393"
Crystal Creek,VIC,3714,-37.25,145.7,"Crystal Creek, VIC 3714"
Cudgee,VIC,3265,-38.21,143.01,"Cudgee, VIC 3265"
Cudgewa,VIC,3705,-36.19,147.77,"Cudgewa, VIC 3705"
Culgoa,VIC,3530,-35.72,143.11,"Culgoa, VIC 3530"
Culla,VIC,3315,-37.44,141.76,"Culla, VIC 3315"
Cullen,VIC,3568,-35.84,144.34,"Cullen, VIC 3568"
Cullulleraine,VIC,3496,-34.29,142.15,"Cullulleraine, VIC 3496"
Cundare,VIC,3251,-38.19,143.64,"Cundare, VIC 3251"
Cundare North,VIC,3251,-38.19,143.64,"Cundare North, VIC 3251"
Curdies River,VIC,3268,-38.42,142.86,"Curdies River, VIC 3268"
Curdievale,VIC,3268,-38.42,142.86,"Curdievale, VIC 3268"
Curlewis,VIC,3222,-38.16,144.56,"Curlewis, VIC 3222"
Curyo,VIC,3483,-35.98,142.75,"Curyo, VIC 3483"
Dadswells Bridge,VIC,3385,-36.92,142.51,"Dadswells Bridge, VIC 3385"
Daisy Hill,VIC,3465,-37.07,143.68,"Daisy Hill, VIC 3465"
Dales Creek,VIC,3341,-37.52,144.31,"Dales Creek, VIC 3341"
Dallas,VIC,3047,-37.68,144.92,"Dallas, VIC 3047"
Dalmore,VIC,3981,-38.18,145.57,"Dalmore, VIC 3981"
Daltons Bridge,VIC,3568,-35.84,144.34,"Daltons Bridge, VIC 3568"
Dalyston,VIC,3992,-38.49,145.62,"Dalyston, VIC 3992"
Dandenong,VIC,3175,-38.03,145.18,"Dandenong, VIC 3175"
Dandenong East,VIC,3175,-38.03,145.18,"Dandenong East, VIC 3175"
Dandenong North,VIC,3175,-38.03,145.18,"Dandenong North, VIC 3175"
Dandenong South,VIC,3175,-38.03,145.18,"Dandenong South, VIC 3175"
Dandongadale,VIC,3737,-36.98,146.78,"Dandongadale, VIC 3737"
Dargo,VIC,3862,-37.57,147.19,"Dargo, VIC 3862"
Darley,VIC,3340,-37.68,144.44,"Darley, VIC 3340"
Darlimurla,VIC,3871,-38.29,146.05,"Darlimurla, VIC 3871"
Darling,VIC,3145,-37.88,145.04,"Darling, VIC 3145"
Darling South,VIC,3145,-37.88,145.04,"Darling South, VIC 3145"
Darlington,VIC,3271,-38.0,143.05,"Darlington, VIC 3271"
Darnum,VIC,3822,-38.24,146.0,"Darnum, VIC 3822"
Darraweit Guim,VIC,3756,-37.4,144.8,"Darraweit Guim, VIC 3756"
Darriman,VIC,3851,-38.04,147.08,"Darriman, VIC 3851"
Dartmoor,VIC,3304,-38.15,141.97,"Dartmoor, VIC 3304"
Dartmouth,VIC,3701,-36.53,147.5,"Dartmouth, VIC 3701"
Dawson,VIC,3858,-37.97,146.69,"Dawson, VIC 3858"
Daylesford,VIC,3460,-37.31,144.09,"Daylesford, VIC 3460"
Dean,VIC,3363,-37.42,143.89,"Dean, VIC 3363"
Deans Marsh,VIC,3235,-38.47,143.93,"Deans Marsh, VIC 3235"
Deddick Valley,VIC,3888,-37.15,148.88,"Deddick Valley, VIC 3888"
Dederang,VIC,3691,-36.28,146.91,"Dederang, VIC 3691"
Deep Lead,VIC,3385,-36.92,142.51,"Deep Lead, VIC 3385"
Deer Park,VIC,3023,-37.75,144.75,"Deer Park, VIC 3023"
Deer Park East,VIC,3022,-37.78,144.8,"Deer Park East, VIC 3022"
Deer Park North,VIC,3023,-37.75,144.75,"Deer Park North, VIC 3023"
Delacombe,VIC,3356,-37.59,143.83,"Delacombe, VIC 3356"
Delahey,VIC,3037,-37.72,144.78,"Delahey, VIC 3037"
Delatite,VIC,3723,-36.89,146.26,"Delatite, VIC 3723"
Delburn,VIC,3871,-38.29,146.05,"Delburn, VIC 3871"
Dendy,VIC,3186,-37.91,144.99,"Dendy, VIC 3186"
Denicull Creek,VIC,3377,-37.28,142.93,"Denicull Creek, VIC 3377"
Denison,VIC,3858,-37.97,146.69,"Denison, VIC 3858"
Dennington,VIC,3280,-38.36,142.44,"Dennington, VIC 3280"
Denver,VIC,3461,-37.39,144.22,"Denver, VIC 3461"
Deptford,VIC,3875,-37.83,147.63,"Deptford, VIC 3875"
Derby,VIC,3516,-36.59,143.92,"Derby, VIC 3516"
Dereel,VIC,3352,-37.38,143.67,"Dereel, VIC 3352"
Dergholm,VIC,3312,-37.64,141.37,"Dergholm, VIC 3312"
Derrinal,VIC,3523,-36.94,144.73,"Derrinal, VIC 3523"
Derrinallum,VIC,3325,-37.95,143.22,"Derrinallum, VIC 3325"
Devenish,VIC,3726,-36.28,146.06,"Devenish, VIC 3726"
Devils River,VIC,3714,-37.25,145.7,"Devils River, VIC 3714"
Devon Meadows,VIC,3977,-38.21,145.32,"Devon Meadows, VIC 3977"
Devon North,VIC,3971,-38.61,146.67,"Devon North, VIC 3971"
Dewhurst,VIC,3808,-38.0,145.41,"Dewhurst, VIC 3808"
Dhurringile,VIC,3610,-36.54,145.28,"Dhurringile, VIC 3610"
Diamond Creek,VIC,3089,-37.64,145.22,"Diamond Creek, VIC 3089"
Digby,VIC,3309,-37.79,141.5,"Digby, VIC 3309"
Diggers Rest,VIC,3427,-37.63,144.72,"Diggers Rest, VIC 3427"
Diggora,VIC,3561,-36.3,144.67,"Diggora, VIC 3561"
Dimboola,VIC,3414,-36.3,142.02,"Dimboola, VIC 3414"
Dingee,VIC,3571,-36.37,144.23,"Dingee, VIC 3571"
Dingley Village,VIC,3172,-37.97,145.12,"Dingley Village, VIC 3172"
Dingwall,VIC,3579,-35.88,143.87,"Dingwall, VIC 3579"
Dinner Plain,VIC,3898,-37.02,147.47,"Dinner Plain, VIC 3898"
Dixie,VIC,3265,-38.21,143.01,"Dixie, VIC 3265"
Dixons Creek,VIC,3775,-37.65,145.32,"Dixons Creek, VIC 3775"
Dobie,VIC,3377,-37.28,142.93,"Dobie, VIC 3377"
Docker,VIC,3678,-36.52,146.5,"Docker, VIC 3678"
Dockers Plains,VIC,3678,-36.52,146.5,"Dockers Plains, VIC 3678"
Docklands,VIC,3008,-37.81,144.95,"Docklands, VIC 3008"
Doctors Flat,VIC,3895,-37.3,147.75,"Doctors Flat, VIC 3895"
Dollar,VIC,3871,-38.29,146.05,"Dollar, VIC 3871"
Don Valley,VIC,3139,-37.8,145.54,"Don Valley, VIC 3139"
Donald,VIC,3480,-36.24,142.69,"Donald, VIC 3480"
Doncaster,VIC,3108,-37.78,145.12,"Doncaster, VIC 3108"
Doncaster East,VIC,3109,-37.81,145.19,"Doncaster East, VIC 3109"
Doncaster Heights,VIC,3109,-37.81,145.19,"Doncaster Heights, VIC 3109"
Donnybrook,VIC,3064,-37.6,144.94,"Donnybrook, VIC 3064"
Donvale,VIC,3111,-38.18,144.47,"Donvale, VIC 3111"
Dooboobetic,VIC,3478,-36.54,142.92,"Dooboobetic, VIC 3478"
Dooen,VIC,3401,-36.46,142.31,"Dooen, VIC 3401"
Dookie,VIC,3646,-36.33,145.69,"Dookie, VIC 3646"
Dookie College,VIC,3647,-36.4,145.7,"Dookie College, VIC 3647"
Doreen,VIC,3754,-37.62,145.15,"Doreen, VIC 3754"
Dorodong,VIC,3312,-37.64,141.37,"Dorodong, VIC 3312"
Double Bridges,VIC,3893,-37.59,147.89,"Double Bridges, VIC 3893"
Douglas,VIC,3409,-36.78,141.76,"Douglas, VIC 3409"
Doveton,VIC,3177,-38.0,145.24,"Doveton, VIC 3177"
Dreeite,VIC,3249,-38.24,143.48,"Dreeite, VIC 3249"
Dreeite South,VIC,3249,-38.24,143.48,"Dreeite South, VIC 3249"
Driffield,VIC,3840,-38.28,146.32,"Driffield, VIC 3840"
Drik Drik,VIC,3304,-38.15,141.97,"Drik Drik, VIC 3304"
Dromana,VIC,3936,-38.35,144.95,"Dromana, VIC 3936"
Dropmore,VIC,3660,-37.09,145.5,"Dropmore, VIC 3660"
Drouin,VIC,3818,-38.24,145.78,"Drouin, VIC 3818"
Drouin East,VIC,3818,-38.24,145.78,"Drouin East, VIC 3818"
Drouin South,VIC,3818,-38.24,145.78,"Drouin South, VIC 3818"
Drouin West,VIC,3818,-38.24,145.78,"Drouin West, VIC 3818"
Drumanure,VIC,3636,-36.14,145.5,"Drumanure, VIC 3636"
Drumborg,VIC,3304,-38.15,141.97,"Drumborg, VIC 3304"
Drumcondra,VIC,3215,-38.11,144.33,"Drumcondra, VIC 3215"
Drummartin,VIC,3570,-36.47,144.11,"Drummartin, VIC 3570"
Drummond,VIC,3461,-37.39,144.22,"Drummond, VIC 3461"
Drummond North,VIC,3446,-37.2,144.29,"Drummond North, VIC 3446"
Drung,VIC,3401,-36.46,142.31,"Drung, VIC 3401"
Dry Diggings,VIC,3461,-37.39,144.22,"Dry Diggings, VIC 3461"
Drysdale,VIC,3222,-38.16,144.56,"Drysdale, VIC 3222"
Duchembegarra,VIC,3409,-36.78,141.76,"Duchembegarra, VIC 3409"
Dumbalk,VIC,3956,-38.53,146.1,"Dumbalk, VIC 3956"
Dumbalk North,VIC,3956,-38.53,146.1,"Dumbalk North, VIC 3956"
Dumosa,VIC,3527,-36.06,143.39,"Dumosa, VIC 3527"
Dunach,VIC,3371,-37.15,143.67,"Dunach, VIC 3371"
Dundonnell,VIC,3271,-38.0,143.05,"Dundonnell, VIC 3271"
Dunearn,VIC,3175,-38.03,145.18,"Dunearn, VIC 3175"
Dunkeld,VIC,3294,-37.65,142.34,"Dunkeld, VIC 3294"
Dunkirk,VIC,3630,-36.36,145.4,"Dunkirk, VIC 3630"
Dunluce,VIC,3472,-36.92,143.76,"Dunluce, VIC 3472"
Dunneworthy,VIC,3377,-37.28,142.93,"Dunneworthy, VIC 3377"
Dunnstown,VIC,3352,-37.38,143.67,"Dunnstown, VIC 3352"
Dunolly,VIC,3472,-36.92,143.76,"Dunolly, VIC 3472"
Dunrobin,VIC,3312,-37.64,141.37,"Dunrobin, VIC 3312"
Durdidwarrah,VIC,3342,-37.6,144.23,"Durdidwarrah, VIC 3342"
Durham Lead,VIC,3352,-37.38,143.67,"Durham Lead, VIC 3352"
Durham Ox,VIC,3576,-36.2,143.96,"Durham Ox, VIC 3576"
Dutson,VIC,3851,-38.04,147.08,"Dutson, VIC 3851"
Dutson Downs,VIC,3851,-38.04,147.08,"Dutson Downs, VIC 3851"
Dutton Way,VIC,3305,-38.27,141.65,"Dutton Way, VIC 3305"
Duverney,VIC,3323,-37.99,143.49,"Duverney, VIC 3323"
Eagle Point,VIC,3878,-37.89,147.67,"Eagle Point, VIC 3878"
Eaglehawk,VIC,3556,-36.73,144.26,"Eaglehawk, VIC 3556"
Eaglehawk North,VIC,3556,-36.73,144.26,"Eaglehawk North, VIC 3556"
Eaglemont,VIC,3084,-37.74,145.09,"Eaglemont, VIC 3084"
Earlston,VIC,3669,-36.7,145.77,"Earlston, VIC 3669"
East Bairnsdale,VIC,3875,-37.83,147.63,"East Bairnsdale, VIC 3875"
East Bendigo,VIC,3550,-36.76,144.28,"East Bendigo, VIC 3550"
East Geelong,VIC,3219,-38.18,144.38,"East Geelong, VIC 3219"
East Melbourne,VIC,3002,-37.82,144.99,"East Melbourne, VIC 3002"
East Sale,VIC,3852,-38.11,147.13,"East Sale, VIC 3852"
East Wangaratta,VIC,3678,-36.52,146.5,"East Wangaratta, VIC 3678"
East Warburton,VIC,3799,-37.76,145.75,"East Warburton, VIC 3799"
Eastern View,VIC,3231,-38.46,144.11,"Eastern View, VIC 3231"
Eastville,VIC,3463,-36.98,143.95,"Eastville, VIC 3463"
Ebden,VIC,3691,-36.28,146.91,"Ebden, VIC 3691"
Echuca,VIC,3564,-36.13,144.73,"Echuca, VIC 3564"
Echuca South,VIC,3564,-36.13,144.73,"Echuca South, VIC 3564"
Echuca Village,VIC,3564,-36.13,144.73,"Echuca Village, VIC 3564"
Echuca West,VIC,3564,-36.13,144.73,"Echuca West, VIC 3564"
Ecklin South,VIC,3265,-38.21,143.01,"Ecklin South, VIC 3265"
Eddington,VIC,3472,-36.92,143.76,"Eddington, VIC 3472"
Eden Park,VIC,3757,-37.45,145.11,"Eden Park, VIC 3757"
Edenhope,VIC,3318,-36.99,141.51,"Edenhope, VIC 3318"
Edgecombe,VIC,3444,-37.09,144.51,"Edgecombe, VIC 3444"
Edi,VIC,3678,-36.52,146.5,"Edi, VIC 3678"
Edi Upper,VIC,3678,-36.52,146.5,"Edi Upper, VIC 3678"
Edithvale,VIC,3196,-38.06,145.12,"Edithvale, VIC 3196"
Eganstown,VIC,3461,-37.39,144.22,"Eganstown, VIC 3461"
Eildon,VIC,3713,-37.23,145.91,"Eildon, VIC 3713"
Elaine,VIC,3334,-37.71,144.09,"Elaine, VIC 3334"
Eldorado,VIC,3746,-36.3,146.58,"Eldorado, VIC 3746"
Elevated Plains,VIC,3461,-37.39,144.22,"Elevated Plains, VIC 3461"
Elingamite,VIC,3266,-38.34,143.14,"Elingamite, VIC 3266"
Elingamite North,VIC,3266,-38.34,143.14,"Elingamite North, VIC 3266"
Ellaswood,VIC,3875,-37.83,147.63,"Ellaswood, VIC 3875"
Ellerslie,VIC,3265,-38.21,143.01,"Ellerslie, VIC 3265"
Elliminyt,VIC,3250,-38.34,143.58,"Elliminyt, VIC 3250"
Ellinbank,VIC,3821,-38.1,145.92,"Ellinbank, VIC 3821"
Elmhurst,VIC,3469,-37.18,143.25,"Elmhurst, VIC 3469"
Elmore,VIC,3558,-36.49,144.71,"Elmore, VIC 3558"
Elphinstone,VIC,3448,-37.11,144.34,"Elphinstone, VIC 3448"
Elsternwick,VIC,3185,-37.88,145.0,"Elsternwick, VIC 3185"
Eltham,VIC,3095,-37.71,145.15,"Eltham, VIC 3095"
Eltham North,VIC,3095,-37.71,145.15,"Eltham North, VIC 3095"
Elwood,VIC,3184,-37.88,145.0,"Elwood, VIC 3184"
Emerald,VIC,3782,-37.92,145.47,"Emerald, VIC 3782"
Emu,VIC,3475,-36.83,143.5,"Emu, VIC 3475"
Emu Creek,VIC,3551,-36.69,143.87,"Emu Creek, VIC 3551"
Endeavour Hills,VIC,3802,-37.98,145.25,"Endeavour Hills, VIC 3802"
Enfield,VIC,3352,-37.38,143.67,"Enfield, VIC 3352"
Englefield,VIC,3407,-37.25,141.84,"Englefield, VIC 3407"
Enochs Point,VIC,3723,-36.89,146.26,"Enochs Point, VIC 3723"
Ensay,VIC,3895,-37.3,147.75,"Ensay, VIC 3895"
Ensay North,VIC,3895,-37.3,147.75,"Ensay North, VIC 3895"
Eppalock,VIC,3551,-36.69,143.87,"Eppalock, VIC 3551"
Epping,VIC,3076,-37.64,145.01,"Epping, VIC 3076"
Epsom,VIC,3551,-36.69,143.87,"Epsom, VIC 3551"
Ercildoune,VIC,3352,-37.38,143.67,"Ercildoune, VIC 3352"
Erica,VIC,3825,-37.7,146.36,"Erica, VIC 3825"
Errinundra,VIC,3889,-37.93,145.91,"Errinundra, VIC 3889"
Eskdale,VIC,3701,-36.53,147.5,"Eskdale, VIC 3701"
Esmond,VIC,3730,-36.03,146.08,"Esmond, VIC 3730"
Essendon,VIC,3040,-37.76,144.9,"Essendon, VIC 3040"
Essendon Fields,VIC,3041,-37.74,144.91,"Essendon Fields, VIC 3041"
Essendon North,VIC,3041,-37.74,144.91,"Essendon North, VIC 3041"
Essendon West,VIC,3040,-37.76,144.9,"Essendon West, VIC 3040"
Eumemmerring,VIC,3177,-38.0,145.24,"Eumemmerring, VIC 3177"
Eurack,VIC,3251,-38.19,143.64,"Eurack, VIC 3251"
Eureka,VIC,3350,-37.56,143.82,"Eureka, VIC 3350"
Euroa,VIC,3666,-36.71,145.64,"Euroa, VIC 3666"
Eurobin,VIC,3739,-36.7,146.85,"Eurobin, VIC 3739"
Evansford,VIC,3371,-37.15,143.67,"Evansford, VIC 3371"
Eversley,VIC,3377,-37.28,142.93,"Eversley, VIC 3377"
Everton,VIC,3678,-36.52,146.5,"Everton, VIC 3678"
Everton Upper,VIC,3678,-36.52,146.5,"Everton Upper, VIC 3678"
Exford,VIC,3338,-37.7,144.54,"Exford, VIC 3338"
Eynesbury,VIC,3338,-37.7,144.54,"Eynesbury, VIC 3338"
Fairbank,VIC,3951,-38.39,145.89,"Fairbank, VIC 3951"
Fairfield,VIC,3078,-37.78,145.03,"Fairfield, VIC 3078"
Fairhaven,VIC,3231,-38.46,144.11,"Fairhaven, VIC 3231"
Fairley,VIC,3579,-35.88,143.87,"Fairley, VIC 3579"
Fairy Dell,VIC,3561,-36.3,144.67,"Fairy Dell, VIC 3561"
Fairy Dell,VIC,3875,-37.83,147.63,"Fairy Dell, VIC 3875"
Falls Creek,VIC,3699,-36.81,147.22,"Falls Creek, VIC 3699"
Faraday,VIC,3451,-37.03,144.24,"Faraday, VIC 3451"
Fawcett,VIC,3714,-37.25,145.7,"Fawcett, VIC 3714"
Fawkner,VIC,3060,-37.76,144.9,"Fawkner, VIC 3060"
Fentons Creek,VIC,3518,-36.5,143.46,"Fentons Creek, VIC 3518"
Ferguson,VIC,3237,-38.69,143.56,"Ferguson, VIC 3237"
Fern Hill,VIC,3458,-37.45,144.29,"Fern Hill, VIC 3458"
Fernbank,VIC,3864,-37.86,147.34,"Fernbank, VIC 3864"
Ferndale,VIC,3821,-38.1,145.92,"Ferndale, VIC 3821"
Fernihurst,VIC,3518,-36.5,143.46,"Fernihurst, VIC 3518"
Fernshaw,VIC,3778,-37.63,145.7,"Fernshaw, VIC 3778"
Ferntree Gully,VIC,3156,-37.88,145.3,"Ferntree Gully, VIC 3156"
Ferny Creek,VIC,3786,-37.88,145.34,"Ferny Creek, VIC 3786"
Fiery Flat,VIC,3518,-36.5,143.46,"Fiery Flat, VIC 3518"
Fingal,VIC,3939,-38.4,144.9,"Fingal, VIC 3939"
Fish Creek,VIC,3959,-38.69,146.08,"Fish Creek, VIC 3959"
Fish Point,VIC,3585,-35.42,143.59,"Fish Point, VIC 3585"
Fiskville,VIC,3342,-37.6,144.23,"Fiskville, VIC 3342"
Fitzroy,VIC,3065,-37.8,144.98,"Fitzroy, VIC 3065"
Fitzroy North,VIC,3068,-37.79,144.99,"Fitzroy North, VIC 3068"
Flaggy Creek,VIC,3875,-37.83,147.63,"Flaggy Creek, VIC 3875"
Flagstaff,VIC,3465,-37.07,143.68,"Flagstaff, VIC 3465"
Flamingo Beach,VIC,3851,-38.04,147.08,"Flamingo Beach, VIC 3851"
Flemington,VIC,3031,-37.79,144.93,"Flemington, VIC 3031"
Flinders,VIC,3929,-38.47,145.02,"Flinders, VIC 3929"
Flora Hill,VIC,3550,-36.76,144.28,"Flora Hill, VIC 3550"
Flowerdale,VIC,3717,-37.34,145.29,"Flowerdale, VIC 3717"
Flynn,VIC,3844,-38.41,146.64,"Flynn, VIC 3844"
Flynns Creek,VIC,3844,-38.41,146.64,"Flynns Creek, VIC 3844"
Footscray,VIC,3011,-37.8,144.9,"Footscray, VIC 3011"
Forbes,VIC,3764,-37.31,144.89,"Forbes, VIC 3764"
Forest Hill,VIC,3131,-37.84,145.18,"Forest Hill, VIC 3131"
Forge Creek,VIC,3875,-37.83,147.63,"Forge Creek, VIC 3875"
Forrest,VIC,3236,-38.52,143.71,"Forrest, VIC 3236"
Foster,VIC,3960,-38.67,146.27,"Foster, VIC 3960"
Foster North,VIC,3960,-38.67,146.27,"Foster North, VIC 3960"
Fosterville,VIC,3557,-36.65,144.51,"Fosterville, VIC 3557"
Fountain Gate,VIC,3805,-38.02,145.3,"Fountain Gate, VIC 3805"
Foxhow,VIC,3323,-37.99,143.49,"Foxhow, VIC 3323"
Framlingham,VIC,3265,-38.21,143.01,"Framlingham, VIC 3265"
Framlingham East,VIC,3265,-38.21,143.01,"Framlingham East, VIC 3265"
Franklinford,VIC,3461,-37.39,144.22,"Franklinford, VIC 3461"
Frankston,VIC,3199,-38.15,145.12,"Frankston, VIC 3199"
Frankston East,VIC,3199,-38.15,145.12,"Frankston East, VIC 3199"
Frankston Heights,VIC,3199,-38.15,145.12,"Frankston Heights, VIC 3199"
Frankston North,VIC,3200,-38.17,145.19,"Frankston North, VIC 3200"
Frankston South,VIC,3199,-38.15,145.12,"Frankston South, VIC 3199"
Freeburgh,VIC,3741,-36.73,146.96,"Freeburgh, VIC 3741"
French Island,VIC,3921,-38.34,145.34,"French Island, VIC 3921"
Frenchmans,VIC,3384,-36.98,143.2,"Frenchmans, VIC 3384"
Fryerstown,VIC,3451,-37.03,144.24,"Fryerstown, VIC 3451"
Fulham,VIC,3851,-38.04,147.08,"Fulham, VIC 3851"
Fumina,VIC,3825,-37.7,146.36,"Fumina, VIC 3825"
Fumina South,VIC,3825,-37.7,146.36,"Fumina South, VIC 3825"
Fyans Creek,VIC,3381,-36.94,143.21,"Fyans Creek, VIC 3381"
Gaffneys Creek,VIC,3723,-36.89,146.26,"Gaffneys Creek, VIC 3723"
Gainsborough,VIC,3822,-38.24,146.0,"Gainsborough, VIC 3822"
Gannawarra,VIC,3568,-35.84,144.34,"Gannawarra, VIC 3568"
Gapsted,VIC,3737,-36.98,146.78,"Gapsted, VIC 3737"
Garden City,VIC,3207,-37.83,144.96,"Garden City, VIC 3207"
Gardenvale,VIC,3185,-37.88,145.0,"Gardenvale, VIC 3185"
Garfield,VIC,3814,-38.15,145.61,"Garfield, VIC 3814"
Garfield North,VIC,3814,-38.15,145.61,"Garfield North, VIC 3814"
Garibaldi,VIC,3352,-37.38,143.67,"Garibaldi, VIC 3352"
Garvoc,VIC,3265,-38.21,143.01,"Garvoc, VIC 3265"
Gateway Island,VIC,3691,-36.28,146.91,"Gateway Island, VIC 3691"
Gatum,VIC,3407,-37.25,141.84,"Gatum, VIC 3407"
Gazette,VIC,3289,-37.9,142.17,"Gazette, VIC 3289"
Geelong,VIC,3220,-38.18,145.11,"Geelong, VIC 3220"
Geelong Mc,VIC,3221,-37.9,144.25,"Geelong Mc, VIC 3221"
Geelong North,VIC,3215,-38.11,144.33,"Geelong North, VIC 3215"
Geelong West,VIC,3218,-38.14,144.35,"Geelong West, VIC 3218"
Gelantipy,VIC,3885,-37.71,147.83,"Gelantipy, VIC 3885"
Gellibrand,VIC,3239,-38.56,143.4,"Gellibrand, VIC 3239"
Gellibrand Lower,VIC,3237,-38.69,143.56,"Gellibrand Lower, VIC 3237"
Gelliondale,VIC,3971,-38.61,146.67,"Gelliondale, VIC 3971"
Gembrook,VIC,3783,-37.95,145.55,"Gembrook, VIC 3783"
Genoa,VIC,3891,-37.48,149.59,"Genoa, VIC 3891"
Gentle Annie,VIC,3833,-37.84,145.85,"Gentle Annie, VIC 3833"
Georges Creek,VIC,3700,-36.18,147.34,"Georges Creek, VIC 3700"
Gerahmin,VIC,3546,-34.96,142.88,"Gerahmin, VIC 3546"
Gerang Gerung,VIC,3418,-36.17,141.33,"Gerang Gerung, VIC 3418"
Gerangamete,VIC,3249,-38.24,143.48,"Gerangamete, VIC 3249"
Germania,VIC,3387,-36.67,142.87,"Germania, VIC 3387"
Germantown,VIC,3741,-36.73,146.96,"Germantown, VIC 3741"
Gerrigerrup,VIC,3289,-37.9,142.17,"Gerrigerrup, VIC 3289"
Gherang,VIC,3240,-38.22,144.08,"Gherang, VIC 3240"
Gheringhap,VIC,3331,-38.05,144.17,"Gheringhap, VIC 3331"
Ghin Ghin,VIC,3717,-37.34,145.29,"Ghin Ghin, VIC 3717"
Giffard,VIC,3851,-38.04,147.08,"Giffard, VIC 3851"
Giffard West,VIC,3851,-38.04,147.08,"Giffard West, VIC 3851"
Gil Gil,VIC,3480,-36.24,142.69,"Gil Gil, VIC 3480"
Gilberton,VIC,3072,-37.74,145.03,"Gilberton, VIC 3072"
Gilderoy,VIC,3797,-37.86,145.71,"Gilderoy, VIC 3797"
Gillieston,VIC,3616,-36.42,145.07,"Gillieston, VIC 3616"
Gillum,VIC,3858,-37.97,146.69,"Gillum, VIC 3858"
Gipsy Point,VIC,3891,-37.48,149.59,"Gipsy Point, VIC 3891"
Girgarre,VIC,3624,-36.44,145.07,"Girgarre, VIC 3624"
Girgarre East,VIC,3616,-36.42,145.07,"Girgarre East, VIC 3616"
Gisborne,VIC,3437,-37.52,144.48,"Gisborne, VIC 3437"
Gisborne South,VIC,3437,-37.52,144.48,"Gisborne South, VIC 3437"
Gladfield,VIC,3575,-36.04,143.99,"Gladfield, VIC 3575"
Gladstone Park,VIC,3043,-37.69,144.88,"Gladstone Park, VIC 3043"
Gladysdale,VIC,3797,-37.86,145.71,"Gladysdale, VIC 3797"
Glen Alvie,VIC,3979,-38.43,145.56,"Glen Alvie, VIC 3979"
Glen Creek,VIC,3691,-36.28,146.91,"Glen Creek, VIC 3691"
Glen Forbes,VIC,3990,-38.45,145.53,"Glen Forbes, VIC 3990"
Glen Huntly,VIC,3163,-37.89,145.06,"Glen Huntly, VIC 3163"
Glen Iris,VIC,3146,-37.85,145.07,"Glen Iris, VIC 3146"
Glen Park,VIC,3352,-37.38,143.67,"Glen Park, VIC 3352"
Glen Valley,VIC,3898,-37.02,147.47,"Glen Valley, VIC 3898"
Glen Waverley,VIC,3150,-37.88,145.17,"Glen Waverley, VIC 3150"
Glen Wills,VIC,3898,-37.02,147.47,"Glen Wills, VIC 3898"
Glenaire,VIC,3238,-38.78,143.43,"Glenaire, VIC 3238"
Glenaladale,VIC,3864,-37.86,147.34,"Glenaladale, VIC 3864"
Glenalbyn,VIC,3517,-36.3,143.92,"Glenalbyn, VIC 3517"
Glenaroua,VIC,3764,-37.31,144.89,"Glenaroua, VIC 3764"
Glenbrae,VIC,3352,-37.38,143.67,"Glenbrae, VIC 3352"
Glenburn,VIC,3717,-37.34,145.29,"Glenburn, VIC 3717"
Glendaruel,VIC,3363,-37.42,143.89,"Glendaruel, VIC 3363"
Glendonald,VIC,3364,-37.37,143.94,"Glendonald, VIC 3364"
Glenfalloch,VIC,3858,-37.97,146.69,"Glenfalloch, VIC 3858"
Glenferrie South,VIC,3122,-37.84,145.05,"Glenferrie South, VIC 3122"
Glenfyne,VIC,3266,-38.34,143.14,"Glenfyne, VIC 3266"
Glengala,VIC,3020,-37.78,144.82,"Glengala, VIC 3020"
Glengarry,VIC,3854,-38.12,146.57,"Glengarry, VIC 3854"
Glengarry North,VIC,3854,-38.12,146.57,"Glengarry North, VIC 3854"
Glengarry West,VIC,3854,-38.12,146.57,"Glengarry West, VIC 3854"
Glengower,VIC,3370,-37.29,143.79,"Glengower, VIC 3370"
Glenhope,VIC,3444,-37.09,144.51,"Glenhope, VIC 3444"
Glenhope East,VIC,3522,-37.13,144.75,"Glenhope East, VIC 3522"
Glenisla,VIC,3314,-37.59,141.94,"Glenisla, VIC 3314"
Glenlee,VIC,3418,-36.17,141.33,"Glenlee, VIC 3418"
Glenlofty,VIC,3469,-37.18,143.25,"Glenlofty, VIC 3469"
Glenlogie,VIC,3469,-37.18,143.25,"Glenlogie, VIC 3469"
Glenloth,VIC,3527,-36.06,143.39,"Glenloth, VIC 3527"
Glenloth East,VIC,3527,-36.06,143.39,"Glenloth East, VIC 3527"
Glenluce,VIC,3451,-37.03,144.24,"Glenluce, VIC 3451"
Glenlyon,VIC,3461,-37.39,144.22,"Glenlyon, VIC 3461"
Glenmaggie,VIC,3858,-37.97,146.69,"Glenmaggie, VIC 3858"
Glenmore,VIC,3340,-37.68,144.44,"Glenmore, VIC 3340"
Glenorchy,VIC,3385,-36.92,142.51,"Glenorchy, VIC 3385"
Glenormiston North,VIC,3265,-38.21,143.01,"Glenormiston North, VIC 3265"
